"ID","Site","y","x.2","Geno","GLS","Obs","s1.2","STG3","H","W","FLN","FRN","FRL","INH","LFN","DLN","AvgPCD","type","TCO","notes","date"
"p334","TWM.1","466","59.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p335","TWM.1","475","63","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p336","TWM.1","485","53","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p337","TWM.1","501","38","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p338","TWM.1","502","40","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p339","TWM.1","565","83","1",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p340","TWM.1","584","93","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p341","TWM.1","580","100","1",156,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p342","TWM.1","578","89","1",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p343","TWM.1","513","-66.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p344","TWM.1","577","-26.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p345","TWM.1","590","-30","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p346","TWM.1","623","-51.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p347","TWM.1","599","75","1",157,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p348","TWM.1","576","-57.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p349","TWM.1","735.8","34","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p350","TWM.1","734","58.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p351","TWM.1","762","15","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p352","TWM.1","760.5","55","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p353","TWM.1","806.5","28.1","1",158,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p354","TWM.1","709","-16","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p355","TWM.1","713","-35","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p356","TWM.1","707","-94","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p357","TWM.1","815","-74","1",159,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p358","TWM.1","860","-33","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p359","TWM.1","880","-110","1",161,"","FO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p360","TWM.1","846.6","6.5","",160,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","need geno",""
"p361","TWM.1","844.2","20.4","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p362","TWM.1","846.4","23","1",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p363","TWM.1","842","37.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p364","TWM.1","844","37","1",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p365","TWM.1","873","3.8","1",162,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p366","TWM.1","888","7","1",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p367","TWM.1","901.4","4","1",163,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p368","TWM.1","934","4.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p369","TWM.1","919","-9","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p370","TWM.1","941.5","20.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p371","TWM.1","1049","15","",NA,"","B.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p372","TWM.1","1002","-15","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p373","TWM.1","1025","-120","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p374","TWM.1","1035","-129.5","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p375","TWM.1","1082","-25.5","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p376","TWM.1","1100","-85","1",NA,"","B.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p377","TWM.1","1101","-86","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p378","TWM.1","1129","-106.5","1",164,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p379","TWM.1","1154","-93","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p380","TWM.1","1145","-55","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p381","TWM.1","1160","-50","1",166,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p382","TWM.1","1172","-33","1",168,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p383","TWM.1","1175","-39.5","1",169,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p384","TWM.1","1169","-90.5","1",165,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p385","TWM.1","1177","-77","1",167,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p386","TWM.1","1174","-91","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p387","TWM.1","1197","-68","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p388","TWM.1","1208","-59","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p389","TWM.1","1204","-71","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p390","TWM.1","1209","-87","1",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p391","TWM.1","1212","-85.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p392","TWM.1","1309","-78","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p393","TWM.1","1344","-38.5","1",170,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p394","TWM.1","1347","-39.5","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p395","TWM.1","1347","-43","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p396","TWM.1","1355","-31","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p397","TWM.1","1417","-75","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p398","TWM.1","1428","-19","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p399","TWM.1","1439.6","-9.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p400","TWM.1","1488","-26","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p401","TWM.1","1487","-58","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p402","TWM.1","1500","-2.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p403","TWM.1","1501","-24","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p404","TWM.1","1347","-31","1",171,"","FO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p405","TWM.1","2223","35","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p406","TWM.1","2227","3","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p407","TWM.1","2232","-2.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p408","TWM.1","2237","59","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p409","TWM.1","2480","1","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p410","TWM.1","2486","-0.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p411","TWM.1","2486.4","-2","1",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p412","TWM.1","2487","12","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p413","TWM.1","2450","-25","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p414","TWM.1","2511","-46","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p415","TWM.1","2529","-13","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p416","TWM.1","2549","-23","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p417","TWM.1","2552","-38","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p418","TWM.1","2566","-11.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p419","TWM.1","2598","-13.8","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p420","TWM.1","2576","66.5","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p421","TWM.1","2601","48","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p422","TWM.1","2613","65","1",172,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p423","TWM.1","2568","-96.4","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p424","TWM.1","2621","-14.6","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p425","TWM.1","2635","-30.6","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p426","TWM.1","2710","-13.1","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p427","TWM.1","2731","-4.8","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p428","TWM.1","2787.5","-4","",NA,"","FO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p429","TWM.1","2844.2","-39.8","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p430","TWM.1","2613","37","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p431","TWM.1","2627","58","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p432","TWM.1","2625","53","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p433","TWM.1","2639","12","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p434","TWM.1","2724.5","1","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p435","TWM.1","2771","156","1",173,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p436","TWM.1","2802","142.5","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p437","TWM.1","2824","128","0",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p438","TWM.1","2863.8","-67.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p439","TWM.1","2894","-53.7","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p440","TWM.1","2905.4","-22.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p441","TWM.1","2925.6","-48","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p442","TWM.1","2845","110","1",0,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p443","TWM.1","2836","8.7","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p444","TWM.1","2836.4","45.5","0",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p445","TWM.1","2946","-4.3","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p446","TWM.1","2949","-8.6","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p447","TWM.1","2989","-23.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p448","TWM.1","2931","-48","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p449","TWM.1","2903","42","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p450","TWM.1","2917","7.5","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p451","TWM.1","2982","160","1",174,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p452","TWM.1","2954","9.2","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p453","TWM.1","2909","-21.6","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p454","TWM.1","2903","-53.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p455","TWM.2","2363.5","1.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p456","TWM.2","2141","-14","1",0,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p457","TWM.2","2121.4","-60","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p458","TWM.2","2112","26.5","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p459","TWM.2","2085","23","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p460","TWM.2","2010","48","1",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p461","TWM.2","2090","-42.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p462","TWM.2","2042","-38.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p463","TWM.2","2043","-40","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p464","TWM.2","1987","-33","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p465","TWM.2","1852","62.5","1",0,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p466","TWM.2","1550","-105.5","0",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p467","TWM.2","1559","51","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p468","TWM.2","1485","72","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p469","TWM.2","1400","38","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p470","TWM.2","1385","132.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p471","TWM.2","1324","45","1",0,"","B.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p472","TWM.2","1305","85","1",0,"","B.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p473","TWM.2","1306","16","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p474","TWM.2","1399","-119.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p475","TWM.2","1392","-109.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p476","TWM.2","1362","-26.8","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p477","TWM.2","1150","42.5","1",0,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p478","TWM.2","963","23","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p479","TWM.2","960","19","1",0,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p480","TWM.2","952","4","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p481","TWM.2","966","18","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p482","TWM.2","1202","-40.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p483","TWM.2","1211","-59.5","0",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p484","TWM.2","1217","-56.5","0",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p485","TWM.2","1070","-64","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p486","TWM.2","925","26","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p487","TWM.2","921","10.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p488","TWM.2","919","18.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p489","TWM.2","914","28","1",0,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p490","TWM.2","910","57.5","1",0,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p491","TWM.2","825","-223","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p492","TWM.2","815","-265","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p493","TWM.2","874","-220.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p494","TWM.2","907","25.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p495","TWM.2","799","96.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p496","TWM.2","791","55.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p497","TWM.2","857","30.8","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p498","TWM.2","850","8","1",0,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p499","TWM.2","705","-23.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p500","TWM.2","671","-20","1",0,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p501","TWM.2","648","-94.5","1",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p502","TWM.2","642","-125.5","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p503","TWM.2","641","-143.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p504","TWM.2","626","-137","1",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p505","TWM.2","763","146.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p506","TWM.2","757","194.5","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p507","TWM.2","739","56.6","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p508","TWM.2","605","-12","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p509","TWM.2","590","-140","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p510","TWM.2","588","-144","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p511","TWM.2","592.5","-47.5","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p512","TWM.2","575","-25","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p513","TWM.2","587","-90","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p514","TWM.2","657","4","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p515","TWM.2","571","-122","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p516","TWM.2","498","16.3","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p517","TWM.2","556","-145","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p518","TWM.2","531","-129.8","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p519","TWM.2","533.6","-155.7","",NA,"","R.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p520","TWM.2","455.2","43.6","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p521","TWM.2","417","2.3","1",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p522","TWM.2","533","173","",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p523","TWM.2","514","-172.5","1",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p524","TWM.2","520","-148.5","1",NA,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p525","TWM.2","394","175","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p526","TWM.2","271","-18","",NA,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p527","TWM.2","88","-242","1",0,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p528","TWM.2","60","-188","1",0,"","SO.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p529","UTWM.str1","","","1",175,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p530","UTWM.str1","","","1",176,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p531","UTWM.str1","","","1",177,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p532","UTWM.str1","","","1",181,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p533","UTWM.str1","","","1",180,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p534","UTWM.str1","","","1",182,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p535","UTWM.str1","","","1",184,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p536","UTWM.str1","","","1",183,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p537","UTWM.str1","","","1",187,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p538","UTWM.str1","","","1",186,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p539","UTWM.str1","","","1",185,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p540","UTWM.str1","","","1",188,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p541","UTWM.str2","","","1",189,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p542","UTWM.str2","","","1",194,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p543","UTWM.str2","","","1",190,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p544","UTWM.str2","","","1",191,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p545","UTWM.str2","","","1",192,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p546","UTWM.str2","","","1",193,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p547","UTWM.str2","","","1",197,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p548","UTWM.str2","","","1",196,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p549","UTWM.str2","","","1",195,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p550","UTWM.str2","","","1",200,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p551","UTWM.str2","","","1",198,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p552","UTWM.str2","","","1",199,"","FS.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p553","SO_T3.Q1","6.5","9.8","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; frts have holes; dry leaves",""
"p554","SO_T3.Q1","0","24","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; lvs dry",""
"p555","SO_T3.Q1","40","17","1",201,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; nail to W",""
"p556","SO_T3.Q1","52","19.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p557","SO_T3.Q1","55","31","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p558","SO_T3.Q1","100","93","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR;",""
"p559","SO_T3.Q2","29.5","11","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p560","SO_T3.Q2","32","8","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to the W",""
"p561","SO_T3.Q2","2","64","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p562","SO_T3.Q2","8","86.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p563","SO_T3.Q2","35.5","60","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p564","SO_T3.Q2","97","99","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","seeds collected",""
